1024
1.00000E+23 0 1.00000E+09 0.00000E+00 0
2.00000E+23 0 2.00000E+09 1.00000E+03 0
3.00000E+23 0 3.00000E+09 2.00000E+03 0
4.00000E+23 0 4.00000E+09 3.00000E+03 0
5.00000E+23 0 5.00000E+09 4.00000E+03 0
6.00000E+23 0 6.00000E+09 5.00000E+03 0
7.00000E+23 0 7.00000E+09 6.00000E+03 0
8.00000E+23 0 8.00000E+09 7.00000E+03 0
9.00000E+23 0 9.00000E+09 8.00000E+03 0
1.00000E+24 0 1.00000E+10 9.00000E+03 0
1.10000E+24 0 1.10000E+10 0.00000E+00 0
1.20000E+24 0 1.20000E+10 1.00000E+03 0
1.30000E+24 0 1.30000E+10 2.00000E+03 0
1.40000E+24 0 1.40000E+10 3.00000E+03 0
1.50000E+24 0 1.50000E+10 4.00000E+03 0
1.60000E+24 0 1.60000E+10 5.00000E+03 0
1.70000E+24 0 1.70000E+10 6.00000E+03 0
1.80000E+24 0 1.80000E+10 7.00000E+03 0
1.90000E+24 0 1.90000E+10 8.00000E+03 0
2.00000E+24 0 2.00000E+10 9.00000E+03 0
2.10000E+24 0 2.10000E+10 0.00000E+00 0
2.20000E+24 0 2.20000E+10 1.00000E+03 0
2.30000E+24 0 2.30000E+10 2.00000E+03 0
2.40000E+24 0 2.40000E+10 3.00000E+03 0
2.50000E+24 0 2.50000E+10 4.00000E+03 0
2.60000E+24 0 2.60000E+10 5.00000E+03 0
2.70000E+24 0 2.70000E+10 6.00000E+03 0
2.80000E+24 0 2.80000E+10 7.00000E+03 0
2.90000E+24 0 2.90000E+10 8.00000E+03 0
3.00000E+24 0 3.00000E+10 9.00000E+03 0
3.10000E+24 0 3.10000E+10 0.00000E+00 0
3.20000E+24 0 3.20000E+10 1.00000E+03 0
3.30000E+24 0 3.30000E+10 2.00000E+03 0
3.40000E+24 0 3.40000E+10 3.00000E+03 0
3.50000E+24 0 3.50000E+10 4.00000E+03 0
3.60000E+24 0 3.60000E+10 5.00000E+03 0
3.70000E+24 0 3.70000E+10 6.00000E+03 0
3.80000E+24 0 3.80000E+10 7.00000E+03 0
3.90000E+24 0 3.90000E+10 8.00000E+03 0
4.00000E+24 0 4.00000E+10 9.00000E+03 0
4.10000E+24 0 4.10000E+10 0.00000E+00 0
4.20000E+24 0 4.20000E+10 1.00000E+03 0
4.30000E+24 0 4.30000E+10 2.00000E+03 0
4.40000E+24 0 4.40000E+10 3.00000E+03 0
4.50000E+24 0 4.50000E+10 4.00000E+03 0
4.60000E+24 0 4.60000E+10 5.00000E+03 0
